Date,Plant,Production_Line,Product,Planned_Units,Produced_Units,Defective_Units,Downtime_Minutes,Downtime_Reason,Shift,Overtime_Hours,Production_Cost
2025-04-06,Plant C,Line 2,Product B,1043,1019,29,41,Quality Issue,Evening,3.0,66210.43
2025-04-06,Plant C,Line 3,Product B,1098,1054,31,17,Machine Failure,Morning,3.7,70115.11
2025-04-06,Plant B,Line 2,Product A,944,799,40,185,Planned Maintenance,Morning,8.6,73612.87
2025-04-06,Plant B,Line 1,Product E,972,877,45,58,Machine Failure,Night,3.0,75121.99
2025-04-06,Plant D,Line 1,Product C,716,594,20,60,Machine Failure,Morning,8.4,65650.71
2025-04-06,Plant D,Line 1,Product C,683,586,28,124,Changeover,Morning,4.9,64223.14
2025-04-06,Plant B,Line 2,Product E,898,757,34,78,Machine Failure,Evening,6.9,68163.19
2025-04-06,Plant C,Line 4,Product A,898,909,25,43,Material Shortage,Evening,4.2,69927.49
2025-04-06,Plant C,Line 3,Product D,1178,1161,33,50,Material Shortage,Evening,6.3,68927.94
2025-04-06,Plant D,Line 1,Product E,993,820,38,73,Quality Issue,Morning,2.6,71152.19
2025-04-07,Plant C,Line 3,Product A,900,909,25,21,Power Failure,Night,3.5,65938.32
2025-04-07,Plant B,Line 3,Product B,1056,924,33,38,Machine Failure,Evening,2.7,68399.71
2025-04-07,Plant C,Line 1,Product B,1081,1058,35,38,Machine Failure,Night,1.4,67025.45
2025-04-07,Plant A,Line 4,Product A,830,755,29,66,Machine Failure,Morning,5.9,62258.01
2025-04-07,Plant C,Line 3,Product E,1000,1004,38,17,Changeover,Night,3.1,75818.39
2025-04-07,Plant C,Line 1,Product E,1028,1008,29,50,Material Shortage,Evening,2.4,78401.54
2025-04-08,Plant D,Line 3,Product B,1106,962,37,107,Planned Maintenance,Evening,4.5,72713.7
2025-04-08,Plant A,Line 4,Product B,1002,919,37,94,Planned Maintenance,Evening,3.6,66823.85
2025-04-08,Plant C,Line 3,Product A,975,940,30,28,Changeover,Evening,1.2,64919.99
2025-04-08,Plant A,Line 1,Product A,866,821,28,27,Machine Failure,Evening,2.7,60872.53
2025-04-08,Plant B,Line 2,Product C,782,723,21,89,Material Shortage,Morning,3.4,72638.95
2025-04-08,Plant C,Line 3,Product A,863,815,22,81,Planned Maintenance,Morning,2.3,60670.12
2025-04-08,Plant C,Line 3,Product E,1004,992,16,37,Machine Failure,Morning,5.3,76210.01
2025-04-08,Plant A,Line 3,Product E,1022,941,33,17,Machine Failure,Night,1.1,71326.09
2025-04-08,Plant A,Line 2,Product A,922,858,39,88,Material Shortage,Morning,0.3,64108.79
2025-04-09,Plant C,Line 3,Product B,1112,1049,36,29,Material Shortage,Evening,4.4,71938.8
2025-04-09,Plant D,Line 4,Product E,936,806,38,19,Machine Failure,Evening,3.4,69612.14
2025-04-09,Plant C,Line 4,Product B,944,896,20,54,Changeover,Evening,0.2,57129.07
2025-04-09,Plant A,Line 4,Product A,834,776,19,74,Changeover,Night,1.1,59758.12
2025-04-09,Plant B,Line 2,Product C,643,599,16,41,Machine Failure,Morning,4.2,61306.65
2025-04-09,Plant D,Line 3,Product B,1232,1028,48,94,Machine Failure,Evening,8.4,86276.03
2025-04-09,Plant B,Line 2,Product C,766,656,29,84,Planned Maintenance,Night,4.3,67112.04
2025-04-09,Plant C,Line 1,Product C,650,633,12,106,Machine Failure,Morning,0.0,57522.71
2025-04-09,Plant A,Line 3,Product B,1097,1049,38,39,Planned Maintenance,Morning,1.8,70842.77
2025-04-09,Plant C,Line 4,Product D,1058,1050,45,80,Quality Issue,Evening,1.9,59378.48
2025-04-09,Plant A,Line 1,Product E,1065,974,47,88,Power Failure,Night,5.2,81985.52
2025-04-09,Plant B,Line 1,Product C,757,632,27,69,Machine Failure,Morning,6.9,67297.47
2025-04-09,Plant C,Line 1,Product D,1233,1175,36,30,Machine Failure,Evening,3.4,70123.26
2025-04-09,Plant D,Line 2,Product A,832,722,29,51,Material Shortage,Evening,7.3,64128.13
2025-04-09,Plant D,Line 1,Product B,1027,878,48,32,Planned Maintenance,Evening,3.9,64922.56
2025-04-10,Plant D,Line 3,Product A,860,747,31,54,Machine Failure,Evening,6.5,67075.32
2025-04-10,Plant C,Line 3,Product C,784,750,16,40,Power Failure,Evening,3.3,66572.39
2025-04-10,Plant D,Line 2,Product D,1088,1001,51,85,Machine Failure,Night,1.3,65025.11
2025-04-10,Plant D,Line 2,Product A,923,782,35,75,Changeover,Evening,1.4,64227.15
2025-04-10,Plant C,Line 2,Product A,724,681,3,24,Machine Failure,Morning,0.3,48045.14
2025-04-10,Plant D,Line 4,Product E,905,827,35,15,Machine Failure,Evening,8.4,75654.39
2025-04-10,Plant A,Line 2,Product A,885,799,22,38,Machine Failure,Morning,5.6,60599.12
2025-04-11,Plant D,Line 1,Product B,1017,868,47,110,Power Failure,Evening,3.3,67245.36
2025-04-11,Plant B,Line 4,Product D,1129,990,57,80,Planned Maintenance,Morning,4.6,64567.92
2025-04-11,Plant D,Line 3,Product D,1384,1195,67,90,Power Failure,Evening,7.1,81990.03
2025-04-11,Plant C,Line 4,Product D,1116,1048,32,51,Changeover,Evening,1.4,61413.82
2025-04-11,Plant D,Line 3,Product D,1346,1099,60,98,Changeover,Evening,7.3,80428.85
2025-04-11,Plant A,Line 4,Product A,768,687,20,80,Machine Failure,Night,5.9,54733.63
2025-04-11,Plant B,Line 3,Product D,1359,1228,60,19,Machine Failure,Night,4.4,79691.34
2025-04-11,Plant B,Line 1,Product C,783,653,34,159,Changeover,Evening,1.3,64919.73
2025-04-11,Plant A,Line 1,Product A,784,716,26,40,Machine Failure,Evening,2.3,54376.75
2025-04-12,Plant A,Line 3,Product A,991,970,22,29,Power Failure,Evening,0.3,68841.61
2025-04-12,Plant A,Line 2,Product D,1238,1206,50,54,Planned Maintenance,Morning,0.4,72191.82
2025-04-12,Plant C,Line 1,Product D,1309,1257,51,45,Material Shortage,Morning,0.9,71278.06
2025-04-12,Plant D,Line 4,Product C,718,588,23,117,Machine Failure,Morning,6.6,66346.94
2025-04-12,Plant B,Line 2,Product B,1077,959,45,67,Machine Failure,Evening,5.4,70864.26
2025-04-12,Plant B,Line 2,Product A,778,622,25,152,Machine Failure,Evening,3.3,52725.66
2025-04-12,Plant D,Line 2,Product B,1049,930,43,35,Machine Failure,Night,1.6,69320.12
2025-04-12,Plant A,Line 4,Product D,1121,1022,31,7,Power Failure,Morning,3.2,61362.9
2025-04-12,Plant C,Line 2,Product D,1225,1182,33,13,Planned Maintenance,Night,3.5,69085.89
2025-04-12,Plant A,Line 1,Product E,1039,1007,48,144,Machine Failure,Morning,2.0,80587.53
2025-04-12,Plant A,Line 2,Product C,631,604,9,29,Machine Failure,Evening,1.8,55014.08
2025-04-13,Plant B,Line 2,Product C,688,512,25,240,Material Shortage,Evening,5.0,56381.97
2025-04-13,Plant C,Line 4,Product B,995,1018,24,20,Machine Failure,Night,2.8,64423.61
2025-04-13,Plant B,Line 3,Product A,929,831,38,73,Planned Maintenance,Morning,3.3,66503.01
2025-04-13,Plant A,Line 4,Product D,1081,999,40,36,Material Shortage,Evening,3.9,62816.45
2025-04-13,Plant D,Line 1,Product A,905,738,48,198,Planned Maintenance,Night,4.5,67979.66
2025-04-13,Plant D,Line 2,Product C,701,523,27,154,Power Failure,Evening,4.6,60139.22
2025-04-13,Plant D,Line 4,Product E,944,788,32,89,Machine Failure,Morning,7.3,71184.1
2025-04-14,Plant B,Line 4,Product C,631,579,15,84,Machine Failure,Night,7.8,61113.23
2025-04-14,Plant C,Line 3,Product B,1181,1060,25,56,Machine Failure,Evening,3.3,70853.8
2025-04-14,Plant C,Line 4,Product D,1108,1049,31,31,Planned Maintenance,Morning,0.1,61691.06
2025-04-14,Plant C,Line 1,Product C,679,700,20,47,Power Failure,Evening,2.9,59638.98
2025-04-14,Plant D,Line 3,Product D,1259,1075,53,49,Power Failure,Morning,4.1,74283.25
2025-04-14,Plant D,Line 4,Product C,699,534,17,59,Material Shortage,Night,5.4,54302.42
2025-04-14,Plant A,Line 4,Product A,821,804,21,66,Power Failure,Morning,4.5,66881.45
2025-04-14,Plant D,Line 1,Product A,889,661,32,136,Machine Failure,Evening,3.8,59682.92
2025-04-14,Plant C,Line 4,Product D,1132,1130,40,15,Quality Issue,Evening,3.2,62702.13
2025-04-14,Plant A,Line 4,Product B,1033,929,28,95,Planned Maintenance,Night,2.9,63665.01
2025-04-14,Plant B,Line 4,Product C,706,598,22,100,Planned Maintenance,Morning,2.8,60909.7
2025-04-14,Plant C,Line 2,Product D,1220,1171,35,53,Material Shortage,Evening,3.8,69298.19
2025-04-14,Plant C,Line 4,Product E,881,868,25,62,Planned Maintenance,Evening,0.0,65085.23
2025-04-14,Plant D,Line 3,Product B,1187,1016,49,60,Changeover,Morning,5.3,79967.17
2025-04-15,Plant B,Line 1,Product D,1286,1170,55,71,Power Failure,Morning,4.7,80055.85
2025-04-15,Plant C,Line 3,Product C,787,777,15,54,Quality Issue,Morning,3.8,72755.35
2025-04-15,Plant B,Line 4,Product B,943,810,41,138,Machine Failure,Morning,7.8,65621.94
2025-04-15,Plant C,Line 1,Product A,802,773,18,15,Material Shortage,Night,0.3,53073.86
2025-04-15,Plant C,Line 4,Product B,995,941,24,42,Material Shortage,Evening,2.8,61164.83
2025-04-15,Plant A,Line 4,Product D,1083,1010,33,37,Machine Failure,Night,0.6,60236.62
2025-04-15,Plant B,Line 2,Product B,1125,922,32,110,Material Shortage,Evening,5.2,71356.13
2025-04-16,Plant A,Line 3,Product C,907,839,17,20,Machine Failure,Morning,2.8,78299.16
2025-04-16,Plant B,Line 3,Product C,770,702,28,46,Machine Failure,Evening,2.6,69182.82
2025-04-16,Plant B,Line 1,Product E,985,746,41,150,Machine Failure,Evening,7.7,67608.74
2025-04-16,Plant A,Line 1,Product D,1227,1134,39,36,Quality Issue,Morning,1.5,66725.66
2025-04-16,Plant C,Line 4,Product A,733,680,12,56,Machine Failure,Morning,0.5,51963.82
2025-04-16,Plant D,Line 2,Product D,1202,1032,59,16,Material Shortage,Morning,2.0,68466.38
2025-04-16,Plant A,Line 2,Product B,1065,983,33,20,Machine Failure,Evening,2.4,67914.67
2025-04-16,Plant D,Line 2,Product C,779,668,19,53,Material Shortage,Morning,5.4,70158.33
2025-04-16,Plant D,Line 2,Product B,1000,843,46,149,Changeover,Morning,3.3,65116.59
2025-04-16,Plant C,Line 3,Product A,1036,1018,17,16,Power Failure,Night,0.6,71233.06
2025-04-16,Plant B,Line 4,Product E,979,862,36,53,Machine Failure,Night,4.6,74137.56
2025-04-17,Plant A,Line 4,Product C,651,594,16,77,Changeover,Morning,7.4,60787.58
2025-04-17,Plant A,Line 1,Product B,991,851,32,103,Material Shortage,Morning,2.8,60041.38
2025-04-17,Plant C,Line 4,Product C,635,638,11,73,Power Failure,Evening,1.9,56351.2
2025-04-17,Plant B,Line 2,Product A,874,743,29,139,Material Shortage,Night,6.9,65456.32
2025-04-17,Plant C,Line 1,Product B,1140,1133,29,6,Machine Failure,Morning,0.6,69842.21
2025-04-17,Plant A,Line 4,Product E,1022,943,40,108,Machine Failure,Morning,3.2,74252.12
2025-04-17,Plant B,Line 1,Product C,748,641,21,36,Quality Issue,Morning,8.0,68702.31
2025-04-18,Plant B,Line 1,Product D,1293,1164,55,83,Machine Failure,Morning,5.5,75887.34
2025-04-18,Plant B,Line 4,Product B,875,782,37,45,Machine Failure,Night,3.8,59829.67
2025-04-18,Plant C,Line 3,Product C,765,738,12,49,Quality Issue,Evening,1.6,63020.2
2025-04-18,Plant C,Line 4,Product B,1001,1032,15,21,Planned Maintenance,Morning,0.5,66080.18
2025-04-18,Plant D,Line 2,Product C,727,574,24,84,Planned Maintenance,Evening,6.9,64417.74
2025-04-18,Plant A,Line 2,Product D,1196,1119,49,89,Material Shortage,Morning,3.9,71492.78
2025-04-18,Plant B,Line 1,Product C,759,686,18,38,Machine Failure,Night,5.1,69646.31
2025-04-18,Plant C,Line 2,Product B,1045,1063,28,18,Changeover,Night,0.1,69319.31
2025-04-18,Plant A,Line 2,Product B,1031,966,26,34,Machine Failure,Evening,1.8,64873.32
2025-04-19,Plant A,Line 2,Product A,944,852,31,11,Changeover,Night,4.4,67938.29
2025-04-19,Plant C,Line 2,Product C,671,677,5,23,Changeover,Night,3.7,59455.47
2025-04-19,Plant B,Line 1,Product E,1013,857,45,44,Planned Maintenance,Night,2.8,73111.54
2025-04-19,Plant B,Line 1,Product B,1113,1000,49,61,Machine Failure,Night,5.9,73629.73
2025-04-19,Plant C,Line 1,Product B,1125,1064,29,26,Machine Failure,Night,2.6,68178.24
2025-04-19,Plant A,Line 2,Product D,1209,1114,40,66,Material Shortage,Night,2.1,68881.82
2025-04-19,Plant D,Line 1,Product A,981,788,34,160,Machine Failure,Morning,7.3,71102.13
2025-04-19,Plant C,Line 2,Product B,1088,1077,28,31,Changeover,Night,3.8,71962.05
2025-04-19,Plant B,Line 1,Product D,1250,1148,53,62,Planned Maintenance,Morning,4.9,73612.0
2025-04-19,Plant D,Line 4,Product D,1187,984,65,82,Material Shortage,Night,4.6,69120.44
2025-04-19,Plant D,Line 1,Product D,1291,1108,46,32,Machine Failure,Evening,5.2,77116.99
2025-04-19,Plant C,Line 4,Product E,905,889,29,17,Quality Issue,Morning,0.3,64970.54
2025-04-19,Plant A,Line 1,Product E,1019,954,28,34,Planned Maintenance,Evening,3.1,78656.74
2025-04-19,Plant B,Line 3,Product E,987,888,34,41,Planned Maintenance,Night,4.1,74427.08
2025-04-19,Plant A,Line 1,Product E,1073,1016,39,30,Planned Maintenance,Night,1.2,79585.25
2025-04-20,Plant B,Line 2,Product A,801,681,24,63,Material Shortage,Morning,7.5,61793.16
2025-04-20,Plant B,Line 2,Product B,1040,948,39,28,Machine Failure,Morning,6.4,73572.75
2025-04-20,Plant C,Line 2,Product A,887,815,15,41,Material Shortage,Evening,6.3,62447.11
2025-04-21,Plant C,Line 4,Product E,1049,1002,32,26,Changeover,Evening,1.7,72933.73
2025-04-21,Plant B,Line 3,Product B,1275,1080,48,91,Machine Failure,Evening,3.8,78675.59
2025-04-21,Plant B,Line 1,Product E,1040,924,47,113,Planned Maintenance,Morning,6.5,81818.4
2025-04-21,Plant C,Line 4,Product C,640,551,9,119,Material Shortage,Evening,5.0,54709.82
2025-04-21,Plant C,Line 3,Product B,1144,1139,35,33,Machine Failure,Evening,4.8,74775.61
2025-04-21,Plant A,Line 1,Product E,1019,947,23,30,Power Failure,Morning,2.9,72984.45
2025-04-21,Plant C,Line 3,Product B,1199,1130,39,59,Power Failure,Night,3.7,75172.98
2025-04-21,Plant C,Line 1,Product D,1265,1217,41,65,Planned Maintenance,Night,1.4,70492.22
2025-04-21,Plant C,Line 2,Product B,1037,956,37,68,Machine Failure,Evening,3.3,64141.54
2025-04-21,Plant A,Line 2,Product A,849,772,31,77,Material Shortage,Morning,3.5,60771.44
2025-04-21,Plant A,Line 1,Product C,840,795,17,46,Changeover,Morning,3.4,73672.82
2025-04-21,Plant A,Line 1,Product C,688,610,10,77,Machine Failure,Morning,3.4,57170.21
2025-04-21,Plant B,Line 1,Product B,1089,1019,41,75,Machine Failure,Night,5.1,78629.26
2025-04-21,Plant A,Line 3,Product E,1081,1053,34,27,Changeover,Morning,3.9,85067.94
2025-04-21,Plant C,Line 3,Product D,1253,1213,49,30,Planned Maintenance,Evening,2.9,67966.62
2025-04-21,Plant A,Line 4,Product A,790,676,16,54,Material Shortage,Evening,6.2,54634.86
2025-04-21,Plant A,Line 1,Product E,891,833,23,26,Changeover,Evening,5.3,71132.63
2025-04-22,Plant A,Line 1,Product A,849,750,23,63,Changeover,Evening,5.9,60637.15
2025-04-22,Plant A,Line 4,Product B,977,958,23,84,Changeover,Night,1.5,64380.51
2025-04-22,Plant B,Line 3,Product C,733,665,27,85,Power Failure,Morning,2.7,64219.69
2025-04-22,Plant A,Line 3,Product B,1132,1048,38,41,Changeover,Evening,0.2,68283.76
2025-04-22,Plant C,Line 2,Product A,826,738,28,93,Power Failure,Night,6.5,61167.19
2025-04-22,Plant A,Line 2,Product E,903,772,38,143,Quality Issue,Evening,2.9,66409.16
2025-04-22,Plant C,Line 3,Product C,883,857,10,27,Machine Failure,Evening,0.0,71705.91
2025-04-22,Plant B,Line 4,Product D,1099,911,52,189,Planned Maintenance,Morning,4.2,62963.48
2025-04-22,Plant B,Line 3,Product E,1073,935,52,117,Machine Failure,Night,6.8,83343.11
2025-04-22,Plant D,Line 2,Product A,823,655,28,57,Quality Issue,Evening,7.1,58471.24
2025-04-22,Plant B,Line 3,Product A,991,870,38,82,Material Shortage,Morning,1.8,69532.27
2025-04-23,Plant B,Line 1,Product E,989,913,25,17,Machine Failure,Morning,4.8,80185.3
2025-04-23,Plant D,Line 2,Product C,675,541,25,117,Changeover,Evening,6.4,59776.32
2025-04-23,Plant B,Line 3,Product C,799,730,19,27,Planned Maintenance,Night,3.6,70039.29
2025-04-23,Plant C,Line 1,Product E,944,949,28,7,Machine Failure,Night,1.2,69018.77
2025-04-23,Plant D,Line 4,Product A,837,599,34,202,Quality Issue,Morning,4.9,52729.64
2025-04-23,Plant D,Line 1,Product A,899,780,38,83,Quality Issue,Morning,3.8,66001.85
2025-04-23,Plant B,Line 2,Product E,941,843,32,30,Quality Issue,Evening,4.6,73947.66
2025-04-23,Plant A,Line 1,Product C,810,733,12,59,Quality Issue,Night,8.1,71084.55
2025-04-23,Plant C,Line 4,Product B,966,895,30,32,Material Shortage,Evening,3.4,60276.39
2025-04-23,Plant D,Line 4,Product B,1067,860,49,130,Material Shortage,Morning,4.2,66041.42
2025-04-23,Plant B,Line 2,Product D,1293,1163,61,68,Quality Issue,Night,8.4,79396.12
2025-04-23,Plant B,Line 3,Product A,965,902,31,86,Changeover,Evening,0.5,69927.65
2025-04-23,Plant A,Line 3,Product E,1007,867,31,83,Machine Failure,Evening,3.2,68375.99
2025-04-23,Plant B,Line 3,Product B,1178,1081,34,123,Quality Issue,Night,7.3,84291.64
2025-04-23,Plant A,Line 1,Product D,1272,1186,55,36,Quality Issue,Night,2.1,70841.11
2025-04-23,Plant B,Line 4,Product B,965,756,31,78,Machine Failure,Morning,5.7,60035.02
2025-04-23,Plant B,Line 2,Product A,759,669,17,52,Machine Failure,Evening,6.8,59624.41
2025-04-23,Plant A,Line 1,Product B,1177,1091,42,49,Power Failure,Morning,0.3,73099.36
2025-04-24,Plant C,Line 3,Product A,933,884,22,51,Machine Failure,Night,4.7,65071.21
2025-04-24,Plant C,Line 3,Product B,1147,1072,31,25,Material Shortage,Morning,0.6,69420.91
2025-04-24,Plant C,Line 2,Product B,994,908,24,53,Machine Failure,Evening,3.7,59384.74
2025-04-24,Plant D,Line 3,Product C,737,638,20,27,Power Failure,Morning,2.1,63960.4
2025-04-24,Plant C,Line 3,Product D,1271,1232,51,78,Power Failure,Night,4.0,74783.09
2025-04-24,Plant A,Line 3,Product D,1336,1192,61,63,Power Failure,Morning,4.0,73895.37
2025-04-24,Plant D,Line 3,Product D,1345,1135,69,160,Planned Maintenance,Morning,5.0,79216.67
2025-04-24,Plant C,Line 4,Product A,788,720,14,25,Planned Maintenance,Evening,8.5,57130.91
2025-04-25,Plant D,Line 1,Product B,1103,956,42,86,Machine Failure,Morning,7.7,75719.61
2025-04-25,Plant B,Line 4,Product C,655,541,20,111,Planned Maintenance,Night,7.5,58651.32
2025-04-25,Plant B,Line 1,Product D,1351,1244,44,32,Changeover,Night,3.1,81129.62
2025-04-25,Plant B,Line 1,Product A,856,683,27,67,Changeover,Morning,8.6,61933.81
2025-04-25,Plant C,Line 4,Product A,724,738,16,30,Machine Failure,Evening,5.3,57547.38
2025-04-25,Plant B,Line 3,Product B,1145,945,55,142,Machine Failure,Morning,5.6,70996.6
2025-04-25,Plant A,Line 3,Product B,1220,1183,35,87,Planned Maintenance,Evening,2.6,78215.47
2025-04-26,Plant A,Line 1,Product E,866,756,30,107,Material Shortage,Night,7.3,66570.33
2025-04-26,Plant A,Line 4,Product D,1077,1017,33,20,Material Shortage,Evening,1.0,60526.53
2025-04-26,Plant C,Line 2,Product A,815,765,18,32,Power Failure,Morning,3.8,57752.74
2025-04-26,Plant A,Line 3,Product B,1138,1082,60,111,Planned Maintenance,Evening,0.0,72996.22
2025-04-26,Plant C,Line 3,Product B,1060,1027,26,28,Material Shortage,Morning,4.0,68114.07
2025-04-26,Plant D,Line 4,Product A,780,551,23,116,Power Failure,Evening,3.8,48510.24
2025-04-26,Plant A,Line 4,Product A,844,750,19,37,Machine Failure,Morning,0.9,55298.42
2025-04-26,Plant A,Line 1,Product D,1286,1233,65,82,Machine Failure,Evening,1.2,76778.03
2025-04-26,Plant A,Line 4,Product E,975,884,39,61,Power Failure,Night,3.5,72311.61
2025-04-26,Plant C,Line 2,Product D,1160,1113,49,21,Machine Failure,Night,3.1,63754.72
2025-04-27,Plant C,Line 4,Product C,618,600,16,15,Power Failure,Evening,2.3,50637.13
2025-04-27,Plant A,Line 3,Product B,1175,1078,32,22,Planned Maintenance,Evening,7.7,77774.64
2025-04-27,Plant B,Line 2,Product E,884,761,36,94,Material Shortage,Night,6.9,70016.8
2025-04-27,Plant B,Line 2,Product A,867,725,37,93,Planned Maintenance,Night,4.4,64421.68
2025-04-27,Plant D,Line 1,Product B,1071,894,47,98,Changeover,Evening,6.5,69942.75
2025-04-27,Plant B,Line 3,Product C,817,793,28,5,Quality Issue,Evening,4.2,79790.19
2025-04-27,Plant C,Line 2,Product D,1280,1225,28,18,Quality Issue,Night,3.4,70997.8
2025-04-27,Plant D,Line 4,Product E,878,774,38,126,Power Failure,Morning,7.0,75391.06
2025-04-27,Plant B,Line 1,Product A,919,828,34,39,Material Shortage,Night,2.4,66127.25
2025-04-27,Plant A,Line 3,Product C,842,831,17,24,Power Failure,Evening,2.4,75003.6
2025-04-27,Plant D,Line 2,Product B,1039,885,37,120,Planned Maintenance,Evening,4.8,68357.05
2025-04-28,Plant B,Line 3,Product B,1138,1016,42,36,Planned Maintenance,Morning,5.4,75586.46
2025-04-28,Plant A,Line 3,Product E,1074,1005,33,54,Quality Issue,Morning,4.2,81196.78
2025-04-28,Plant B,Line 3,Product E,1037,987,29,27,Machine Failure,Evening,4.6,85430.85
2025-04-28,Plant A,Line 4,Product B,910,880,33,18,Machine Failure,Morning,5.1,62334.92
2025-04-28,Plant C,Line 3,Product C,773,682,19,50,Planned Maintenance,Night,2.6,59269.4
2025-04-28,Plant C,Line 1,Product B,1077,1015,46,96,Planned Maintenance,Morning,1.0,63032.77
2025-04-28,Plant A,Line 3,Product D,1348,1268,57,76,Planned Maintenance,Morning,0.0,75698.3
2025-04-28,Plant B,Line 2,Product C,600,555,15,38,Machine Failure,Morning,2.9,54827.26
2025-04-28,Plant B,Line 1,Product B,1120,1001,42,21,Machine Failure,Evening,2.4,72529.87
2025-04-28,Plant B,Line 3,Product E,1041,907,45,74,Changeover,Night,2.1,76844.01
2025-04-28,Plant B,Line 3,Product D,1379,1258,59,67,Planned Maintenance,Morning,2.6,80306.0
2025-04-28,Plant A,Line 1,Product B,1087,1004,29,25,Planned Maintenance,Evening,1.6,65917.0
2025-04-28,Plant D,Line 4,Product C,548,456,11,64,Changeover,Evening,7.6,51196.93
2025-04-28,Plant C,Line 2,Product D,1154,1057,53,67,Quality Issue,Morning,2.0,60770.75
2025-04-28,Plant D,Line 2,Product E,894,779,29,49,Machine Failure,Morning,3.4,70704.05
2025-04-29,Plant A,Line 4,Product D,1001,991,32,61,Power Failure,Morning,5.4,65382.66
2025-04-29,Plant B,Line 4,Product B,999,886,38,139,Planned Maintenance,Morning,4.6,67637.02
2025-04-29,Plant A,Line 3,Product C,793,787,19,16,Machine Failure,Night,0.6,70038.68
2025-04-29,Plant A,Line 2,Product B,1004,991,16,45,Changeover,Evening,2.8,67619.13
2025-04-29,Plant C,Line 4,Product C,647,579,8,28,Machine Failure,Evening,4.0,53148.25
2025-04-29,Plant A,Line 1,Product E,948,902,20,19,Changeover,Evening,0.9,69321.47
2025-04-29,Plant C,Line 1,Product A,966,895,19,55,Planned Maintenance,Morning,1.7,64739.1
2025-04-29,Plant B,Line 1,Product D,1224,1087,52,52,Quality Issue,Morning,7.1,75843.51
2025-04-30,Plant A,Line 1,Product E,913,872,27,17,Machine Failure,Morning,5.4,72983.48
2025-04-30,Plant A,Line 4,Product E,909,883,24,37,Material Shortage,Night,2.2,68114.95
2025-04-30,Plant B,Line 4,Product A,932,798,33,41,Quality Issue,Evening,7.8,66556.11
2025-04-30,Plant B,Line 4,Product B,998,807,44,96,Material Shortage,Morning,1.8,59367.06
2025-04-30,Plant A,Line 1,Product A,932,867,25,40,Machine Failure,Morning,4.8,66482.67
2025-04-30,Plant B,Line 2,Product A,950,824,39,97,Material Shortage,Night,7.2,69349.11
2025-04-30,Plant D,Line 4,Product A,841,697,32,59,Planned Maintenance,Evening,4.7,63158.17
2025-04-30,Plant C,Line 1,Product B,1032,866,32,85,Quality Issue,Morning,6.2,59486.32
2025-04-30,Plant B,Line 4,Product B,954,874,38,25,Quality Issue,Evening,5.3,66555.71
2025-05-01,Plant B,Line 2,Product B,1085,958,34,88,Material Shortage,Evening,4.4,75066.83
2025-05-01,Plant A,Line 1,Product D,1233,1171,40,32,Machine Failure,Morning,6.1,75853.39
2025-05-01,Plant A,Line 3,Product C,796,716,13,54,Machine Failure,Evening,3.6,66847.85
2025-05-01,Plant A,Line 1,Product B,1218,1124,39,87,Machine Failure,Morning,2.8,73517.31
2025-05-02,Plant A,Line 4,Product D,1157,1115,42,69,Planned Maintenance,Evening,3.3,69016.57
2025-05-02,Plant D,Line 1,Product C,730,630,25,79,Machine Failure,Morning,2.0,65192.87
2025-05-02,Plant C,Line 1,Product D,1306,1269,44,22,Quality Issue,Morning,3.1,76119.04
2025-05-02,Plant D,Line 3,Product E,1053,863,37,40,Power Failure,Morning,5.0,75953.41
2025-05-02,Plant B,Line 3,Product D,1307,1199,60,130,Quality Issue,Night,4.0,82463.19
2025-05-02,Plant A,Line 2,Product D,1234,1151,54,48,Machine Failure,Morning,1.8,67965.91
2025-05-02,Plant C,Line 2,Product C,803,752,17,71,Planned Maintenance,Night,3.8,67652.92
2025-05-02,Plant B,Line 3,Product C,834,740,22,29,Changeover,Morning,5.7,75222.65
2025-05-02,Plant C,Line 4,Product D,1233,1181,43,32,Machine Failure,Night,1.6,67896.54
2025-05-02,Plant D,Line 3,Product B,1147,995,42,30,Quality Issue,Evening,8.2,79301.25
2025-05-03,Plant C,Line 4,Product C,600,538,7,15,Changeover,Morning,5.3,49499.99
2025-05-03,Plant B,Line 2,Product D,1192,1140,50,19,Changeover,Morning,0.0,70398.02
2025-05-03,Plant A,Line 3,Product B,1216,1076,40,143,Machine Failure,Night,5.5,79922.95
2025-05-03,Plant B,Line 1,Product B,1096,945,57,114,Power Failure,Night,5.3,73235.48
2025-05-03,Plant A,Line 3,Product A,933,883,29,43,Machine Failure,Morning,1.1,65645.54
2025-05-03,Plant C,Line 1,Product A,992,914,21,58,Machine Failure,Night,1.8,67225.64
2025-05-04,Plant A,Line 2,Product B,1007,1025,31,53,Power Failure,Morning,4.4,70716.76
2025-05-04,Plant B,Line 1,Product A,894,796,31,30,Power Failure,Night,6.4,65682.81
2025-05-04,Plant D,Line 3,Product B,1124,877,51,137,Power Failure,Morning,5.1,67353.74
2025-05-04,Plant C,Line 1,Product C,668,618,16,45,Quality Issue,Morning,2.7,54447.68
2025-05-04,Plant B,Line 2,Product A,772,659,27,117,Machine Failure,Evening,5.0,56519.69
2025-05-04,Plant A,Line 3,Product A,974,846,29,27,Changeover,Night,2.7,62416.72
2025-05-04,Plant B,Line 1,Product D,1240,1067,46,66,Power Failure,Night,5.8,73294.99
